:START_ID(Pessoa),:END_ID(Pessoa),:TYPE,score,metodo
PES-0D02CA,PES-0AC2CB,POSSIVEL_MESMO_QUE,"92,06",fuzzy
PES-0145F0,PES-365B6E,POSSIVEL_MESMO_QUE,"92,06",fuzzy
PES-FA5B0B,PES-365B6E,POSSIVEL_MESMO_QUE,"92,06",fuzzy
PES-F6868E,PES-365B6E,POSSIVEL_MESMO_QUE,"92,06",fuzzy
PES-DBEE9B,PES-E6BCB6,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-47D811,PES-202C9A,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-FDCE48,PES-370295,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-9BC90A,PES-DEF650,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-9BC90A,PES-DEF650,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-D998DE,PES-DA19EC,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-7C9F60,PES-A2B6CC,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-ECE910,PES-83AF97,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-DF647D,PES-55AC9E,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-7C9F60,PES-A2B6CC,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-ECE910,PES-83AF97,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-7C9F60,PES-850B60,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-D998DE,PES-DA19EC,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-7C9F60,PES-64260B,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-BA0D43,PES-8E1BEE,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-0043DD,PES-DF9722,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-D5E194,PES-146EB7,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-B66A70,PES-45784C,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-EC3C82,PES-F2F023,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-1AF436,PES-16F9A0,POSSIVEL_MESMO_QUE,"92,00",fuzzy
PES-6A0F0A,PES-2213AD,POSSIVEL_MESMO_QUE,"92,00",fuzzy
